Date Taken,Temperature,Humidity,VOC,PM2.5,PM10
08/03/2025 1:56,21.1,69.6,160.4,54.2,194
08/03/2025 1:56,28.1,30.9,94.9,118,107.2
08/03/2025 1:56,27.6,32.8,179.6,68.1,79.5
08/03/2025 1:56,21.8,42.2,161.1,27.8,190.1
08/03/2025 1:57,19.4,38.4,282.5,13,29.7
08/03/2025 1:57,27.5,34.9,280.8,114.5,58
08/03/2025 1:57,29.3,34.5,195.3,88.7,91.9
08/03/2025 1:57,18.8,32.7,142.3,41.4,122.9
08/03/2025 1:58,26.2,32.4,262.4,43.9,137.2
08/03/2025 1:58,18.3,48.7,219.8,72.7,167.3
08/03/2025 1:58,29.3,52.3,384.2,58,144.6
08/03/2025 1:58,25.4,41,331.5,49,52.8
08/03/2025 1:59,23,61.8,471.9,105.3,194.7
08/03/2025 1:59,29.9,66.2,314.5,107.8,119.8
08/03/2025 1:59,20.7,47.1,392.9,16,75.9
08/03/2025 1:59,29.2,63.4,201.3,103.1,121.4
08/03/2025 2:00,24.5,59.5,251.3,65.2,180.4
08/03/2025 2:00,19.9,52.1,196.6,99.9,30
08/03/2025 2:00,28.2,57.7,68.5,56.5,60.2
08/03/2025 2:00,29.1,50.7,278.2,80.8,197.4
08/03/2025 2:01,27.2,47.7,84.2,90.7,128.4
08/03/2025 2:01,27.7,56.7,243,72.8,56
08/03/2025 2:01,26.8,67,283.5,62.3,116.9
08/03/2025 2:01,19.6,66.3,253.5,28.1,179
08/03/2025 2:02,25.4,64.7,468.8,62,50.3
08/03/2025 2:02,29,37,218.6,83.7,120
08/03/2025 2:02,20.2,58.4,93,7.2,177.3
08/03/2025 2:02,23.6,62.7,87.5,63.5,129.7
08/03/2025 2:03,21.2,30.5,142.1,13.6,53.3
08/03/2025 2:03,28.3,69,170.1,84.6,55.2
08/03/2025 2:03,21.5,56.6,191.6,116,88.2
08/03/2025 2:03,19.2,59.7,372.9,80.5,73.5
08/03/2025 2:04,21.2,36.9,205.3,66,194.9
08/03/2025 2:04,25.9,62.4,395.4,44,113.3
08/03/2025 2:04,28.7,63.7,340.9,46.8,111.6
08/03/2025 2:04,19.8,37.5,145.7,112.3,17
08/03/2025 2:05,22.9,38.8,106.6,115.5,65.6
08/03/2025 2:05,24.9,45.6,488.6,107.2,85.3
08/03/2025 2:05,22.7,34.5,304.1,39.2,14.3
08/03/2025 2:05,18.7,36.6,357.7,22.4,132.4
08/03/2025 2:06,28.3,37.5,323.9,11.3,190.2
08/03/2025 2:06,19.1,56.6,317.6,77.8,101.8
08/03/2025 2:06,22.5,45.4,329.7,109.7,96.8
08/03/2025 2:06,18.1,37.5,374.7,67.5,105.6
08/03/2025 2:07,23.2,55.3,66.6,44.3,111.4
08/03/2025 2:07,21.1,38.3,212.4,55.5,128.5
08/03/2025 2:07,21.8,54.1,424.3,81.2,197.1
08/03/2025 2:07,20.7,59.5,197.9,23.5,23.6
08/03/2025 2:08,22.8,41.3,223,115.4,180.2
08/03/2025 2:08,25.9,44.9,267.5,108.1,13.2
08/03/2025 2:08,24.6,42.1,303.3,107.4,37.6
08/03/2025 2:08,25.8,55.5,426.2,88.5,68.9
08/03/2025 2:09,18.7,62.9,407.7,40.2,41.6
08/03/2025 2:09,23.7,59.9,292.3,47.6,70.9
08/03/2025 2:09,28.1,30.7,458.9,92.2,167.1
08/03/2025 2:09,25.4,55.1,124,22.9,142.7
08/03/2025 2:10,18.2,54.9,165.1,59.8,82.3
08/03/2025 2:10,19.4,54.8,254.5,94,157.5
08/03/2025 2:10,28.9,55.7,369.6,49.9,51.7
08/03/2025 2:10,19.8,67.5,424.2,97.1,138
08/03/2025 2:11,29.6,31.6,389.4,32.4,53.7
08/03/2025 2:11,19.6,60.2,277.9,47.4,65.5
08/03/2025 2:11,23.8,43.1,380.1,44.9,129.9
08/03/2025 2:11,21.2,30.2,151.3,98.5,117.9
08/03/2025 2:12,25.7,32.2,144,31.4,162.2
08/03/2025 2:12,26.8,58.2,70.8,76,33.5
08/03/2025 2:12,19.9,69.6,410.6,56.7,134.2
08/03/2025 2:12,29.8,33.8,318.7,18.6,171.1
08/03/2025 2:13,18.2,49.3,308.8,86.3,21.7
08/03/2025 2:13,20.1,64.5,464,88.5,146.2
08/03/2025 2:13,19.9,66.9,192.8,117,176.7
08/03/2025 2:13,22.5,64,428.4,26.3,52.4
08/03/2025 2:14,26.2,59.6,230.9,69.9,114.5
08/03/2025 2:14,24.4,41.7,403.3,22.7,99.2
08/03/2025 2:14,20.4,42.2,445.1,61.7,55.3
08/03/2025 2:14,18.3,62.4,472.1,116,157.5
08/03/2025 2:15,29.1,56.8,211.4,105.3,166.6
08/03/2025 2:15,18.9,62.1,415,25.1,60.8
08/03/2025 2:15,22.9,39.3,109.3,113.7,124.7
08/03/2025 2:15,29.8,46,457.8,102.9,148.2
08/03/2025 2:16,20.4,54,115.6,71.1,106.4
08/03/2025 2:16,24.6,69.8,101,25.3,33.2
08/03/2025 2:16,19.2,65.9,346.4,62.8,51.5
08/03/2025 2:16,21.7,68.1,491.2,6.1,157.5
08/03/2025 2:17,19.8,37.9,303.4,49.3,12.7
08/03/2025 2:17,20.1,49.2,218.3,86.5,154.8
08/03/2025 2:17,18.4,41.6,348.2,105.4,44.9
08/03/2025 2:17,26.8,38,367,52,163.9
08/03/2025 2:18,28.3,48.2,162.9,107.2,12.6
08/03/2025 2:18,25.3,61.1,151.2,81.2,98.2
08/03/2025 2:18,22.7,61.3,309.2,13.1,165.9
08/03/2025 2:18,29.5,52.6,70,54.2,139.6
08/03/2025 2:19,18.4,39.3,68.7,91.8,147.8
08/03/2025 2:19,20.8,53.1,208.8,98.2,93.2
08/03/2025 2:19,24,33.7,452.4,52.1,47
08/03/2025 2:19,26,45.7,449.6,18.2,92.3
08/03/2025 2:20,19.5,57.7,274.3,46.9,41.7
08/03/2025 2:20,22.8,48.1,462.6,61.2,110.8
08/03/2025 2:20,24,44.5,130,7.2,48.8
08/03/2025 2:20,19.5,56.9,266.3,25.9,29.9
08/03/2025 2:21,27.6,63.6,86.1,36,40.6
08/03/2025 2:21,25.4,35.1,449.1,84.9,80.3
08/03/2025 2:21,27.1,40,92.4,15.6,13.4
08/03/2025 2:21,27.2,65.9,391,62.5,66.4
08/03/2025 2:22,18.6,63.7,168.2,49.3,108.1
08/03/2025 2:22,18.5,69.9,271.7,106.1,31.1
08/03/2025 2:22,22.2,34.1,185.1,63.4,185.4
08/03/2025 2:22,21.7,48.7,199.9,98.9,162.5
08/03/2025 2:23,21.4,44.4,269.3,37.2,33.4
08/03/2025 2:23,24.8,34,164.8,49.9,197.9
08/03/2025 2:23,21.6,36.8,343.2,57.6,110.2
08/03/2025 2:23,29.4,39.3,273.9,108.8,118.8
08/03/2025 2:24,26,47.7,137.5,9.8,112
08/03/2025 2:24,23.7,31.2,100.1,20.1,121.1
08/03/2025 2:24,23.8,38.4,478.5,38.3,99.9
08/03/2025 2:24,22.4,31.3,143.4,30.4,143.1
08/03/2025 2:25,26.9,47.6,307.1,89.1,71.8
08/03/2025 2:25,27.8,43.4,335.2,6.2,190.2
08/03/2025 2:25,18.4,36.1,145.7,59.6,49.5
08/03/2025 2:25,21.6,46,357.2,55.4,62.9
08/03/2025 2:26,24.6,37.2,216.6,50.5,30.4
08/03/2025 2:26,23.1,41.4,91.2,40,74.4
08/03/2025 2:26,19,62.3,237.1,20,94.2
08/03/2025 2:26,27.4,32.8,72.7,78.3,118.4
08/03/2025 2:27,24.2,61.7,442.6,21.6,59.2
08/03/2025 2:27,29.4,67.2,412,109.2,105.2
08/03/2025 2:27,21.5,40.8,140.4,110.4,98.7
08/03/2025 2:27,19.5,40.3,299.2,86,60.2
08/03/2025 2:28,19.5,34.2,471.8,88.4,138.4
08/03/2025 2:28,19.7,67.5,100.3,43.6,39.1
08/03/2025 2:28,23.5,34.2,154.1,18.9,111.9
08/03/2025 2:28,26.9,63.4,162.7,37,37.8
08/03/2025 2:29,18.8,48.3,190.1,114.3,54.4
08/03/2025 2:29,22,49.2,200.4,23.2,39.8
08/03/2025 2:29,29.5,43,194.8,92,155.1
08/03/2025 2:29,24.8,40.8,463.8,101.3,86.9
08/03/2025 2:30,29.1,47.3,219.3,29.7,16.1
08/03/2025 2:30,20.2,62.1,389.1,109.7,126.8
08/03/2025 2:30,21,42.6,479.9,17.8,108.7
08/03/2025 2:30,28,66.6,138.3,110.4,47.2
08/03/2025 2:31,19.4,37,340.7,39.4,160.8
08/03/2025 2:31,22,34.3,371.2,34.3,86.8
08/03/2025 2:31,20.3,61.5,54.8,24.3,185.6
08/03/2025 2:31,26.8,57.9,297.4,34.8,68.8
08/03/2025 2:32,24.5,56,299,67.4,199.2
08/03/2025 2:32,20.3,38,352.6,62.9,10.9
08/03/2025 2:32,20.5,61.6,75.3,7.5,53.1
08/03/2025 2:32,21.1,67.1,222,40.4,154.3
08/03/2025 2:33,23.9,40.4,495.4,79.1,157.3
08/03/2025 2:33,19.9,58.3,104.7,47,134.9
08/03/2025 2:33,26,56.9,135.6,84.9,86.8
08/03/2025 2:33,24.1,34.8,159.5,81,48.3
08/03/2025 2:34,18.6,58.5,183.5,7.3,59
08/03/2025 2:34,25.3,67.5,438,48.6,33
08/03/2025 2:34,23.4,62.5,401.6,41.9,84.9
08/03/2025 2:34,19,31.3,62.4,100,175.8
08/03/2025 2:35,23.9,51,129.1,50.6,168.2
08/03/2025 2:35,26.8,30.1,488.7,102.8,151.3
08/03/2025 2:35,28.1,42.1,207.4,33.2,135.7
08/03/2025 2:35,23,32.9,190.7,70.9,36.7
08/03/2025 2:36,29.8,49.9,433.8,38.3,134.1
08/03/2025 2:36,20.5,45.6,342.2,66.1,70.9
08/03/2025 2:36,27.2,55.1,417.5,94.7,27.3
08/03/2025 2:36,27.6,63.3,248.2,91.3,64.4
08/03/2025 2:37,28.4,35.5,269.8,37,32.5
08/03/2025 2:37,28.8,60.2,471,110.1,194.8
08/03/2025 2:37,18.9,64.6,237.3,65.3,183.5
08/03/2025 2:37,25.3,49.8,420.5,83.2,54.1
08/03/2025 2:38,23.6,47.6,67.5,104.6,80.7
08/03/2025 2:38,27.7,69.4,430,14.7,64.9
08/03/2025 2:38,26.6,53.7,271.3,70.1,85.7
08/03/2025 2:38,22.4,46.5,478.4,31,119
08/03/2025 2:39,29.1,54.7,89.4,43.2,39.9
08/03/2025 2:39,19.4,31.4,329.9,96.8,180.9
08/03/2025 2:39,23.9,43.2,80.2,70.5,53.6
08/03/2025 2:39,20.3,63.4,214.8,47.2,101.5
08/03/2025 2:40,22.3,69.4,298.3,37.6,29.7
08/03/2025 2:40,29.6,53.8,253.9,23,63.6
08/03/2025 2:40,29.1,55.2,229.4,69.9,89.1
08/03/2025 2:40,21.2,54.4,172.7,49.3,25
08/03/2025 2:41,19.1,35.8,239,104.9,14.9
08/03/2025 2:41,27.3,52.3,456.4,101.5,92
08/03/2025 2:41,26.7,55.2,146,40.5,49.6
08/03/2025 2:41,28.8,68.1,431.2,47,35.6
08/03/2025 2:42,28.2,50.1,253.2,5,94.4
08/03/2025 2:42,19.9,44.9,224.6,68.7,64.9
08/03/2025 2:42,19.2,43,361.8,117.3,118.5
08/03/2025 2:42,18.5,37.6,239,97.7,18
08/03/2025 2:43,24.2,55.3,304.3,115.9,193.7
08/03/2025 2:43,27.8,38.5,328.8,99.1,173.3
08/03/2025 2:43,28.9,35.7,328.1,85.3,29.9
08/03/2025 2:43,22.7,48.6,396.9,21.2,73.6
08/03/2025 2:44,27.7,59.6,97.4,108.8,87.9
08/03/2025 2:44,26,52,72.3,53.6,24.9
08/03/2025 2:44,25.5,61.2,398.9,68.1,114.2
08/03/2025 2:44,28.3,69.8,102.4,10.4,104.5
08/03/2025 2:45,18.4,40,415.4,83.4,116.4
08/03/2025 2:45,28,38.4,355,73.6,189.2
08/03/2025 2:45,28,58,169.8,85.4,37
08/03/2025 2:45,19.3,36.9,465.3,71.6,80.6
08/03/2025 2:46,21,44,250.9,54.7,176.4
08/03/2025 2:46,20.2,60.6,132.7,89.3,122.2
08/03/2025 2:46,26.7,58.8,385.7,42.1,49.3
08/03/2025 2:46,28.4,49.4,463.5,65.1,122.3
08/03/2025 2:47,27.5,60.5,355.9,116.1,98.4
08/03/2025 2:47,22.7,37.5,404.4,65.1,18.6
08/03/2025 2:47,27,47.3,186.1,67.5,194.9
08/03/2025 2:47,20,45.1,273.7,68.9,149.6
08/03/2025 2:48,24.9,34.4,81.3,46.5,186.6
08/03/2025 2:48,28.3,36.2,393.9,60.7,190.1
08/03/2025 2:48,19.8,38.5,243.7,24.8,190.1
08/03/2025 2:48,24.2,42.9,100,64.5,33.2
08/03/2025 2:49,20.2,51.1,204.5,52.8,192.5
08/03/2025 2:49,29.5,58.6,349.8,82.4,81.3
08/03/2025 2:49,24.5,66.3,394.3,112.5,53
08/03/2025 2:49,19.3,64.7,57.9,113.9,182
08/03/2025 2:50,23,39.4,149.6,19.5,87.7
08/03/2025 2:50,23.5,39.9,289.4,13,116.6
08/03/2025 2:50,24.6,37.1,95.1,18.4,111.4
08/03/2025 2:50,25.6,50.2,470.4,40.9,139.5
08/03/2025 2:51,23.9,59.3,383.7,118.8,113.6
08/03/2025 2:51,22.7,39.3,307.4,109.8,22.3
08/03/2025 2:51,19.9,45.3,481.5,9.7,192.5
08/03/2025 2:51,26.5,62.8,152.1,12.6,141.1
08/03/2025 2:52,19.1,51.1,454.5,78.6,76.7
08/03/2025 2:52,25.9,47.7,422.3,82.2,96.8
08/03/2025 2:52,18.4,51.7,422,69.7,103.7
08/03/2025 2:52,28.5,38.6,69.3,14.9,156
08/03/2025 2:53,24.6,32.9,491.6,108,118.8
08/03/2025 2:53,20.7,37.8,156,7.6,119.7
08/03/2025 2:53,26.1,49,180.5,47,19.5
08/03/2025 2:53,29,49,93,16,38.6
08/03/2025 2:54,19.9,67.1,431,91,121.5
08/03/2025 2:54,18,57,258.5,33.9,169.4
08/03/2025 2:54,22.8,40.1,482.6,97.2,63.5
08/03/2025 2:54,22.7,68.4,340.9,106.1,68.8
08/03/2025 2:55,29.3,40.1,382.5,105.8,91.1
08/03/2025 2:55,23.5,40.2,325.1,30.5,88.6
08/03/2025 2:55,26,59.5,449.2,52.4,121.5
08/03/2025 2:55,29.9,45.5,413.7,79.5,155.4
08/03/2025 2:56,29.7,46.8,408.2,90.2,102.9
08/03/2025 2:56,18,32,393.3,9.1,73.8
08/03/2025 2:56,20.3,52.1,209.7,87.3,150.1
08/03/2025 2:56,20.7,31.5,91.6,72.3,110.8
08/03/2025 2:57,24.1,60,274.5,17.4,193.4
08/03/2025 2:57,18.5,60.7,216.4,71.8,22.8
08/03/2025 2:57,20.3,55.6,397,25.3,89.4
08/03/2025 2:57,18.7,52.1,272.8,32.4,32
08/03/2025 2:58,29.7,42.8,212.9,36.9,166.4
08/03/2025 2:58,23.9,47.1,199.8,77.5,34
08/03/2025 2:58,23.8,32.3,321.3,100.2,122.5
08/03/2025 2:58,22.6,40.5,261.2,74,117.6
08/03/2025 2:59,28.3,40.7,249.5,11.6,195.5
08/03/2025 2:59,18.2,52.3,236.2,96.2,21.2
08/03/2025 2:59,23.5,54.2,308.3,50.8,163.6
08/03/2025 2:59,26.2,38.8,110.2,117.4,16.5
08/03/2025 3:00,18.5,51.9,132.3,98.9,40.3
08/03/2025 3:00,21,45.9,228.8,96.1,12
08/03/2025 3:00,26.2,49,247.5,36.5,31.1
08/03/2025 3:00,26.6,55.5,442,79.4,44.8
08/03/2025 3:01,18.5,65.5,104.2,75.4,142.6
08/03/2025 3:01,19.1,61.9,106.2,59.5,27.5
08/03/2025 3:01,29.5,48.2,182.5,38.3,138.9
08/03/2025 3:01,25.2,34,234.4,118.9,113
08/03/2025 3:02,18.9,40,67.3,112.9,63.7
08/03/2025 3:02,19.7,49.3,481.2,69.4,67.1
08/03/2025 3:02,19.5,68.7,462.6,98.4,20.7
08/03/2025 3:02,20.9,46.1,134.4,102.5,21.7
08/03/2025 3:03,25.9,39.1,368.9,119.8,21.6
08/03/2025 3:03,23.8,38.4,83.8,97.6,183.9
08/03/2025 3:03,25.3,42.3,259.9,48,163.9
08/03/2025 3:03,21.8,59.5,113.6,87.3,29.4
08/03/2025 3:04,21,54,487.6,102.7,101.9
08/03/2025 3:04,28.3,58.5,243.6,72.1,77.1
08/03/2025 3:04,20.8,52.3,473.1,117.8,97.9
08/03/2025 3:04,23.5,57.6,489.9,107.4,188.4
08/03/2025 3:05,23.1,33.2,464.8,28.1,19
08/03/2025 3:05,27.6,66.3,408.7,103.7,192.9
08/03/2025 3:05,29.2,33.5,77.1,45.9,179.8
08/03/2025 3:05,20.8,66,124.6,67.6,108.5
08/03/2025 3:06,26.8,31.4,232.8,44.4,16.9
08/03/2025 3:06,29.7,32.2,485.1,18.1,179.6
08/03/2025 3:06,18.7,37.6,429.4,48.6,166.2
08/03/2025 3:06,21.7,39.1,71.6,48.5,146.5
08/03/2025 3:07,28.5,61.9,331.2,57.4,75.5
08/03/2025 3:07,26.6,45.4,317.2,39.4,180.1
08/03/2025 3:07,28.4,51.7,362,65.5,90.3
08/03/2025 3:07,28.6,38,129.3,115.8,61.8
08/03/2025 3:08,23,64.7,441.4,56.8,183.7
08/03/2025 3:08,27.3,50.7,66.9,83.1,153.2
08/03/2025 3:08,26.8,59.4,150.6,92,10.1
08/03/2025 3:08,25.4,51.9,214.1,104.2,193.2
08/03/2025 3:09,25.5,41.6,449.7,81,135.4
08/03/2025 3:09,18,41.8,432.6,9.8,135.5
08/03/2025 3:09,19.7,68.5,193.8,26.7,110.3
08/03/2025 3:09,26.9,58,496.3,106.1,28.1
08/03/2025 3:10,28.8,67.8,149.2,83.7,55.9
08/03/2025 3:10,28.1,30.1,102.5,67.2,139.7
08/03/2025 3:10,21.7,48.6,145.4,104.9,32.1
08/03/2025 3:10,20,49,114.9,90.5,28.6
08/03/2025 3:11,24.8,55.4,195.2,52,179
08/03/2025 3:11,21.8,39.4,252.9,11,145.8
08/03/2025 3:11,19.2,60,291.7,108.7,10.2
08/03/2025 3:11,23.9,53,350.3,30,13.6
08/03/2025 3:12,26.8,33.4,126.5,89.2,180.8
08/03/2025 3:12,21.8,59.1,139.2,115.7,77.1
08/03/2025 3:12,21.7,35.5,236.6,36.9,77.6
08/03/2025 3:12,27.9,44.1,333.1,12.6,36.1
08/03/2025 3:13,29.9,37.8,344.4,88.7,151.7
08/03/2025 3:13,25.7,50.7,57.5,80.3,193.1
08/03/2025 3:13,22.3,35.8,99.1,75.9,71.5
08/03/2025 3:13,21.9,59.6,260.1,56.6,110.2
08/03/2025 3:14,29.6,48.9,152.4,74.7,129.1
08/03/2025 3:14,28.4,69.5,384.6,6,26.7
08/03/2025 3:14,25.6,68,239.5,82.7,62.4
08/03/2025 3:14,19.7,45.2,156.8,99.4,132.2
08/03/2025 3:15,26.2,52.1,362.8,75.1,194.5
08/03/2025 3:15,28.2,50.7,113,68.7,122.5
08/03/2025 3:15,18.3,54.4,444.4,77.1,59.5
08/03/2025 3:15,29.2,39.3,82.5,70.1,196.7
08/03/2025 3:16,27.5,32.2,139.7,107.5,168
08/03/2025 3:16,27.1,40.8,273.7,34.8,29
08/03/2025 3:16,23.3,53.1,467.4,27.3,62.5
08/03/2025 3:16,26.9,32.8,156.2,61.5,49.3
08/03/2025 3:17,28.5,36,164.9,107.4,88.9
08/03/2025 3:17,23.7,58.2,80.7,67.7,17
08/03/2025 3:17,20.4,33.6,463.4,108,20.5
08/03/2025 3:17,25.5,31.5,456.8,90.3,194.4
08/03/2025 3:18,25.8,51.8,141.1,99,195.7
08/03/2025 3:18,27.9,67.9,239.2,9.5,21.2
08/03/2025 3:18,19.3,56.8,101.1,15.8,81.8
08/03/2025 3:18,28.9,62.4,180.3,38.2,122.3
08/03/2025 3:19,29.3,51.6,361,13.7,152.2
08/03/2025 3:19,24.4,68.5,384.4,30.4,101.1
08/03/2025 3:19,22.6,47.4,403.9,50.4,150.7
08/03/2025 3:19,18.6,65.7,119.9,87.3,125.8
08/03/2025 3:20,26.9,45.7,181.9,87.4,199
08/03/2025 3:20,18.4,64.9,160.2,53.7,192.7
08/03/2025 3:20,29.3,31.8,353.2,95.1,32.9
08/03/2025 3:20,18.1,59.6,320.3,9.9,162
08/03/2025 3:21,18.1,57.5,104.3,8.5,107.3
08/03/2025 3:21,25.8,31.9,365.7,10.5,122.2
08/03/2025 3:21,22.7,36.2,106.7,74.8,127.1
08/03/2025 3:21,20.3,69.5,406,116.4,177.9
08/03/2025 3:22,20.6,32.8,421.8,89.1,27.6
08/03/2025 3:22,29.5,61.6,157.1,64.9,10.8
08/03/2025 3:22,29.6,35.6,175.3,73.1,141.1
08/03/2025 3:22,24.5,50.3,486.6,22.1,97.6
08/03/2025 3:23,27.4,31.5,244.2,35.2,98.6
08/03/2025 3:23,18.2,32.5,274.2,81.6,18.9
08/03/2025 3:23,21,56.9,140.9,66,101.2
08/03/2025 3:23,25.2,70,353.5,73.1,26.5
08/03/2025 3:24,21.9,63.7,146.6,85.7,75.2
08/03/2025 3:24,28.3,33.8,228.3,44.1,69.7
08/03/2025 3:24,29.7,32.2,88.8,19.6,66.6
08/03/2025 3:24,28.4,35.6,102.9,16.2,137.2
08/03/2025 3:25,21.2,64.6,398.9,72.2,94.6
08/03/2025 3:25,23.5,65.8,103.7,105.3,82.8
08/03/2025 3:25,26.8,41.8,269.1,78.9,129.4
08/03/2025 3:25,26.4,53.8,298.6,70.6,58.4
08/03/2025 3:26,29.1,32.4,128.1,61.7,34.1
08/03/2025 3:26,18.6,66.5,106.9,87,128.9
08/03/2025 3:26,27.3,60.1,444.2,68.3,160.4
08/03/2025 3:26,19.5,60.8,51.3,49.1,120
08/03/2025 3:27,25.6,46.1,492.2,87.2,104.4
08/03/2025 3:27,27.9,53.7,151.2,44.4,173.2
08/03/2025 3:27,26,41.1,473.2,112.7,30.7
08/03/2025 3:27,26.8,53.3,464.4,75.3,96.6
08/03/2025 3:28,18.4,60.5,127.5,53.2,82.8
08/03/2025 3:28,20.4,67.2,380.9,33.2,129
08/03/2025 3:28,21.4,37.1,73.5,89.4,43.1
08/03/2025 3:28,26.1,51.4,440.1,118.8,187.6
08/03/2025 3:29,18.6,55.8,68.9,20.4,61.3
08/03/2025 3:29,20.2,66.1,239.6,55.8,26.7
08/03/2025 3:29,21.3,63.4,313.4,118,63.7
08/03/2025 3:29,20.7,65.3,97.3,115.2,168.5
08/03/2025 3:30,27.2,44,216.5,9,86.8
08/03/2025 3:30,18.1,49.9,394.9,95.4,94.9
08/03/2025 3:30,20.2,61.9,468.3,72.9,26.7
08/03/2025 3:30,27.2,50.6,404.2,116.7,58
08/03/2025 3:31,22.3,62.4,449.7,74.7,55.7
08/03/2025 3:31,18.7,63.8,67.3,90.1,23.9
08/03/2025 3:31,29,33.3,373.8,14.2,32.9
08/03/2025 3:31,24.2,32.6,53.8,75.2,28.2
08/03/2025 3:32,27.8,51.7,358.7,13.8,59.5
08/03/2025 3:32,18.3,49.6,355.7,41.5,164.5
08/03/2025 3:32,23.5,34.4,426.2,13.3,105.8
08/03/2025 3:32,28.6,40.3,207.3,5.2,150.2
08/03/2025 3:33,23.4,30.8,380.5,30,138
08/03/2025 3:33,28.1,42.8,120.4,76.6,82.1
08/03/2025 3:33,20.4,51.8,441.2,20.2,86
08/03/2025 3:33,25.5,32.1,203.4,18.4,113.4
08/03/2025 3:34,18.1,46.2,386.9,60.8,123
08/03/2025 3:34,25.5,40.8,258.4,6.6,161.2
08/03/2025 3:34,18.1,68.6,298.8,27.6,172.4
08/03/2025 3:34,20.2,43.5,284.9,75.2,33
08/03/2025 3:35,27.7,31.9,217.4,30.1,138.2
08/03/2025 3:35,23.3,33.2,451.4,25.2,23.5
08/03/2025 3:35,26.6,37.5,220,16.1,155.4
08/03/2025 3:35,19.2,30.6,404.7,24,96
08/03/2025 3:36,28.9,43,434.5,100.7,169.2
08/03/2025 3:36,24.3,39,263.4,25.8,179
08/03/2025 3:36,29.7,68.5,137.5,98.5,87.9
08/03/2025 3:36,29.6,31.4,495.5,96.3,64.4
08/03/2025 3:37,29.2,41.6,424.1,21.4,53
08/03/2025 3:37,26.4,50.1,356.1,95.8,91.7
08/03/2025 3:37,19.9,37.7,340,55.9,36.1
08/03/2025 3:37,21.1,61,97.6,115.6,163.4
08/03/2025 3:38,20.4,35.3,172.2,86.2,177.2
08/03/2025 3:38,22,64.4,142.3,39.2,104.8
08/03/2025 3:38,21.8,66.8,197.2,61.7,10.1
08/03/2025 3:38,29,54.9,155.5,64,63.2
08/03/2025 3:39,29.3,62.6,356,47.7,168.9
08/03/2025 3:39,25,43.1,256.4,22.7,196.1
08/03/2025 3:39,29.5,31.5,100,33.3,155.3
08/03/2025 3:39,21.4,34.6,72.2,27.9,139.3
08/03/2025 3:40,28.6,49.9,160.3,47.9,122.2
08/03/2025 3:40,20.1,60.8,473.9,114.2,163.4
08/03/2025 3:40,24,45.1,197.1,42.7,76.4
08/03/2025 3:40,29.8,53.3,393.6,16.7,24.7
08/03/2025 3:41,21.1,57.4,224.6,8.4,42.1
08/03/2025 3:41,29.7,44,117.6,67.9,38.2
08/03/2025 3:41,24.4,59.7,110.9,89.5,117.8
08/03/2025 3:41,19.8,39,215.3,52.8,49.7
08/03/2025 3:42,26.4,39.1,376.9,80.9,42
08/03/2025 3:42,26.1,45.3,272,79,182.4
08/03/2025 3:42,18.8,56.6,253.6,110.2,32.1
08/03/2025 3:42,28.3,33.5,193.9,50,107
08/03/2025 3:43,27.3,46.2,343.4,95.7,49.8
08/03/2025 3:43,26.8,51.6,342.6,18.3,116.1
08/03/2025 3:43,23,59.1,291.1,43.7,182.6
08/03/2025 3:43,27.4,36.1,370.6,96.5,45.1
08/03/2025 3:44,23,48.4,66.4,68.6,22.7
08/03/2025 3:44,20.1,31.7,469.5,40,185.1
08/03/2025 3:44,21.2,48.2,107.8,62.8,72.2
08/03/2025 3:44,29.1,61.9,217.1,48.5,86.4
08/03/2025 3:45,23.6,40.4,375.7,84.1,70.6
08/03/2025 3:45,28.6,45.7,344.5,78.1,38.3
08/03/2025 3:45,24.8,68.4,285,56.7,169.1
08/03/2025 3:45,23.7,44.9,437.4,47,110.9
08/03/2025 3:46,28.2,65.6,169.4,34.1,97.3
08/03/2025 3:46,19.9,58,101.3,101,43.5
08/03/2025 3:46,24.7,48.5,482.2,60,118.1
08/03/2025 3:46,26.3,57.6,95.5,60.4,80.4
08/03/2025 3:47,28.9,35.1,461.9,57.9,74.8
08/03/2025 3:47,23.3,66,172.4,33.3,119.3
08/03/2025 3:47,21.4,61.4,167.4,65.3,138.7
08/03/2025 3:47,27.8,68.2,471.5,75.4,190.5
08/03/2025 3:48,21.8,38.2,102.5,65.1,68.8
08/03/2025 3:48,25.3,53.1,274.6,87.9,71
08/03/2025 3:48,29,63.7,300,23.2,192.9
08/03/2025 3:48,27.6,64.8,463.9,12.9,29.3
08/03/2025 3:49,27.8,45.2,187.1,98.1,199
08/03/2025 3:49,20.3,60.3,393.2,43.4,47.4
08/03/2025 3:49,22.1,61.8,119.6,110.8,144
08/03/2025 3:49,25.2,50,329.1,94,150.5
08/03/2025 3:50,19.5,36.7,104.9,103.1,72
08/03/2025 3:50,22.2,58.5,228,36.2,189.4
08/03/2025 3:50,21.2,45.1,187.8,80.8,117.4
08/03/2025 3:50,29.7,62.3,52.5,75.2,11.2
08/03/2025 3:51,20.3,45.9,59.2,38.7,88.8
08/03/2025 3:51,26.5,33.8,350.7,56.9,141
08/03/2025 3:51,19.6,53,227.4,96.2,64.7
08/03/2025 3:51,28.5,34.6,195.6,78.4,179.7
08/03/2025 3:52,26.3,68.8,445,53.3,88.7
